Gene	Log2FoldChange	pvalue
RNFT2	0.09	0.683
DPPA2	0.06	0.683
MOGS	0.02	0.683
BEND4	-0.07	0.683
NES	-0.06	0.683
C8ORF86	0.01	0.683
CPQ	-0.04	0.683
CLEC18C	-0.06	0.683
PPM1D	0.04	0.684
BEND5	-0.1	0.684
POLR2J3	-0.04	0.684
WNT1	0.09	0.684
PER2	-0.05	0.684
FGF1	-0.1	0.684
SYNGAP1	-0.06	0.684
SSX1	-0.22	0.684
WWC3	0.06	0.684
WBP11P1	0.05	0.684
SLC37A1	-0.06	0.684
CITED4	-0.08	0.684
HSFY2	-0.02	0.684
ATRX	-0.04	0.684
DNAJB2	0.03	0.684
RMI1	0.04	0.684
NECAP1	0.03	0.684
RALYL	0.09	0.684
FEM1C	-0.04	0.684
MUC1	0.15	0.684
GPR45	0.03	0.684
GREM1	-0.15	0.684
AGFG2	-0.05	0.685
CYSLTR2	-0.09	0.685
ZMYND15	-0.08	0.685
SLC22A3	-0.11	0.685
ATXN1L	-0.04	0.685
RAB4A	0.04	0.685
PROCA1	0.07	0.685
ONECUT1	-0.1	0.685
ADAM10	-0.05	0.685
SEMA6B	-0.05	0.685
MS4A14	-0.07	0.685
ALAS2	0.06	0.685
JTB	-0.03	0.685
MMAB	0.05	0.685
ZNF135	-0.11	0.685
NOL4	0.11	0.686
PKLR	-0.14	0.686
RITA1	0.04	0.686
UHRF1BP1L	0.04	0.686
S1PR2	-0.07	0.686
ZNF492	0.1	0.686
NELL2	0.12	0.686
PLAU	-0.06	0.686
FOXP4	-0.04	0.686
EML6	-0.09	0.686
CNP	0.03	0.686
CXORF49B	0.09	0.686
MT1B	-0.07	0.686
LRATD1	-0.09	0.686
ATP13A1	0.03	0.687
PTAR1	-0.04	0.687
ZNF211	-0.05	0.687
MRPS22	-0.02	0.687
LCE5A	-0.01	0.687
UBE4A	-0.02	0.687
SH3BGR	0.05	0.687
AKAP3	0.08	0.687
ANKIB1	0.04	0.687
HLA-DOB	-0.1	0.687
PEAK3	-0.06	0.688
LCN8	0.02	0.688
KYAT3	-0.04	0.688
SNIP1	0.03	0.688
LARP4B	0.03	0.688
DMRT2	0.07	0.688
SHISAL2A	0.1	0.688
ARMCX5	-0.04	0.688
PTP4A1	0.04	0.688
RPS4Y2	0.04	0.688
MET	-0.04	0.688
BCL9	0.06	0.688
TRERF1	-0.07	0.689
ADPGK	0.03	0.689
SLC9A3R2	-0.06	0.689
H3C4	-0.1	0.689
LINC00320	0	0.689
RMST	-0.07	0.689
TIMM29	-0.03	0.689
SKA1	0.1	0.689
LINC02381	-0.12	0.689
CADM3	-0.11	0.689
TCEAL1	0.05	0.689
CCDC196	0.09	0.69
CTHRC1	-0.14	0.69
NCAM1	0.13	0.69
SPATA48	0.01	0.69
SCARNA15	0.01	0.69
PCSK2	0.06	0.69
PDS5B	-0.03	0.69
TMEM200A	0.09	0.69
ELK4	-0.04	0.69
LINC01465	-0.05	0.69
RBM4	0.03	0.69
RHOF	-0.13	0.69
F2RL2	-0.12	0.69
TBC1D7	0.03	0.691
SMR3B	-0.06	0.691
DVL3	0.03	0.691
PXT1	0.03	0.691
ATG4C	0.03	0.691
STAR	-0.07	0.691
FNBP1L	0.04	0.691
TMEM185A	0.04	0.691
ZG16B	0.12	0.691
FZD3	0.08	0.691
HDAC6	-0.05	0.691
PCDHA8	0.09	0.692
AKT1S1	-0.03	0.692
APEH	0.03	0.692
CEP85	0.05	0.692
ATXN7L3B	0.04	0.692
TNFSF12-TNFSF13	0.12	0.692
LRRC14B	-0.02	0.693
EXOC1	-0.03	0.693
CA5BP1	-0.03	0.693
ELAVL2	-0.07	0.693
ROPN1L	-0.06	0.693
CDC14B	0.07	0.693
FOXN2	-0.05	0.693
GRIN2B	0.05	0.693
YTHDF1	-0.02	0.693
LINC00323	0.08	0.693
LRRFIP1	-0.03	0.693
CANX	-0.03	0.694
NPY5R	0.09	0.694
TTC32	-0.05	0.694
BAK1	0.05	0.694
H2AC18	-0.08	0.694
EOLA2	-0.03	0.694
COX10	0.04	0.694
GK2	0.02	0.694
SPATA2	0.03	0.694
TMEM132B	-0.08	0.695
ARL6	-0.05	0.695
UFSP2	0.03	0.695
ACTBL2	-0.05	0.695
SNORA32	0.01	0.695
CDK3	-0.06	0.695
ANKRD45	0.07	0.695
POR	0.06	0.695
S100A5	0.03	0.695
REEP5	0.02	0.695
OR52N2	0.03	0.695
ANGPTL5	-0.02	0.695
MX1	-0.09	0.695
FBN3	0.16	0.695
MPHOSPH8	0.03	0.695
TSSK6	-0.05	0.695
ACAP1	0.1	0.695
ANAPC1P2	-0.05	0.695
MBIP	-0.03	0.695
ZNF765	-0.05	0.695
ANKS3	-0.05	0.695
PSMB5	0.02	0.695
NADK	0.03	0.695
PRR23C	0.01	0.695
LINC02904	0.09	0.695
UTS2	0.09	0.696
PTMAP11	-0.04	0.696
UMOD	0.03	0.696
C15ORF39	0.05	0.696
LRRC29	-0.04	0.696
GNAS	-0.04	0.696
CHRNA1	0.09	0.696
IBA57	-0.04	0.696
HIF1A	0.06	0.696
PACRG-AS1	-0.06	0.696
THAP1	-0.03	0.696
MIR924HG	-0.1	0.697
SLC6A10P	-0.09	0.697
NUTM2A	0.06	0.697
DYNLT2B	0.06	0.697
PPP1R2	-0.03	0.697
FAM8A1	0.05	0.697
SNF8	0.03	0.697
RBM39	0.02	0.697
DENND1C	-0.05	0.697
ANKRD6	0.04	0.697
KLK9	-0.01	0.698
BAIAP2L1	-0.06	0.698
AXIN1	0.04	0.698
DGKI	0.07	0.698
NUSAP1	0.07	0.698
SAMM50	-0.04	0.698
ADAM29	0.02	0.698
DNM1L	0.03	0.698
PKIA	0.09	0.698
ZBP1	0.1	0.698
TRAPPC9	0.04	0.698
EFCAB12	0.11	0.698
NPIPB5	-0.07	0.698
FGF7P3	-0.07	0.698
CNDP2	0.03	0.698
B3GNT7	0.1	0.698
SNAI1	-0.1	0.698
TSHZ2	0.1	0.699
CENPX	-0.06	0.699
DMWD	0.04	0.699
PFKFB3	0.1	0.699
RANBP3	0.03	0.699
C19ORF38	0.06	0.699
LMAN1L	0.06	0.699
CLEC18B	-0.06	0.699
PUSL1	0.05	0.699
GPR174	0.08	0.699
CADPS	0.14	0.699
WDHD1	0.07	0.699
NKX6-2	-0.02	0.699
RAB34	-0.11	0.699
GTF2H5	-0.04	0.699
CASC8	0.01	0.699
CXCL9	0.11	0.699
NOS1	-0.05	0.7
MED26	-0.02	0.7
TCEA3	-0.06	0.7
TPTE2	0.02	0.7
GAL3ST2	-0.08	0.7
ZSCAN20	-0.05	0.7
SLC5A1	-0.15	0.7
CCDC30	-0.06	0.7
KCTD12	-0.06	0.7
MOS	0.05	0.7
DHX8	0.02	0.7
PRR25	-0.01	0.7
ALG5	0.03	0.7
TGFBR1	0.04	0.701
ESRP2	-0.04	0.701
GLB1L2	0.14	0.701
PPP4R4	-0.08	0.701
PARP11	-0.04	0.701
SYTL1	-0.09	0.701
MAP2K3	0.04	0.701
SPANXB1	0.05	0.701
CNOT8	0.02	0.701
SLC5A9	0.1	0.702
RXRB	-0.03	0.702
TRPC5	0.11	0.702
UROS	-0.04	0.702
RLN1	-0.03	0.702
DOK1	0.06	0.702
VCP	-0.02	0.702
DIRAS2	0.15	0.702
STK35	0.04	0.702
BBIP1	0.03	0.702
OR1G1	-0.01	0.702
ARL10	-0.06	0.702
LEMD1	0.04	0.702
SP100	-0.04	0.702
H3-5	-0.04	0.702
C6ORF163	0.06	0.703
FUT7	0.09	0.703
SNORA38B	0.01	0.703
ADAMTS16	0.16	0.703
SYNC	-0.14	0.703
MAP3K21	0.09	0.703
CDK2	0.04	0.703
PPCDC	-0.04	0.703
METTL16	0.03	0.703
IRX1	-0.02	0.703
KY	-0.05	0.704
SLC30A1	-0.05	0.704
SOX14	-0.04	0.704
DCAKD	-0.03	0.704
LRRC8A	-0.03	0.704
HS3ST1	0.08	0.704
GRIN2D	-0.09	0.704
TFAMP1	0.02	0.704
POU6F1	0.04	0.704
CRIP1	-0.08	0.704
LMNA	0.04	0.704
PFDN2	0.03	0.705
BARHL1	0.01	0.705
LINC00634	0.06	0.705
PCOTH	0.06	0.705
OR8G5	0.01	0.705
LINC00244	0.04	0.705
PTTG1IP	0.03	0.705
LETM2	0.07	0.705
NMUR2	-0.02	0.705
POTEH	-0.03	0.705
CLDN15	-0.09	0.706
LAMB2	0.04	0.706
OR8B12	0.01	0.706
ENPP2	0.09	0.706
STIL	-0.06	0.706
PRC1	0.07	0.706
UBTF	-0.02	0.706
UNC5A	0.09	0.706
IFI44L	-0.11	0.706
PIK3AP1	0.05	0.706
ING4	-0.03	0.706
DTX3L	-0.03	0.706
COPG2	-0.03	0.706
CFAP97	0.04	0.706
SCARA3	0.11	0.706
RBMY1A3P	-0.01	0.706
PMP22	-0.07	0.706
GPS2	0.03	0.706
INSC	-0.1	0.706
NANOS3	-0.06	0.706
ADGRD2	0.01	0.706
TPSD1	-0.08	0.707
CXCR6	0.11	0.707
GOLGA1	-0.02	0.707
BPIFB1	0.12	0.707
KLK5	-0.04	0.707
SPATA31D5P	-0.03	0.707
DHX38	0.02	0.707
NAA38	-0.04	0.707
LINC00852	0.04	0.707
CILK1	-0.05	0.707
LRRC34	-0.04	0.707
IQCF2	-0.01	0.707
GOLGA2P6	0.02	0.707
TADA3	-0.03	0.707
PCA3	0.04	0.707
C1ORF94	0.04	0.707
RAMP2-AS1	0.1	0.707
PDE5A	0.07	0.707
FGFR3	0.07	0.708
TAF7	0.04	0.708
MFAP3	0.03	0.708
SUGT1P1	0.06	0.708
PLEKHG4	-0.11	0.708
MPIG6B	-0.02	0.708
NRP1	-0.05	0.708
OR2A7	0.07	0.708
SIN3B	0.03	0.708
LFNG	0.07	0.708
TCP10L3	0.07	0.709
PTCRA	0.07	0.709
RAB20	-0.07	0.709
ESRP1	-0.18	0.709
LINC01550	-0.07	0.709
PSTK	0.04	0.709
TMEM190	-0.03	0.709
EIF2AK3	-0.03	0.709
KRTAP5-5	-0.09	0.709
RGPD6	0.04	0.709
ZNRF1	0.03	0.709
PLP2	-0.07	0.709
TCAF2	-0.08	0.709
SPANXN3	0.01	0.709
FXYD5	0.06	0.709
SOS1	0.04	0.709
GAB3	0.05	0.71
EVC2	0.13	0.71
RNF181	-0.04	0.71
IZUMO2	0.02	0.71
CYP2C9	-0.15	0.71
TMEM150C	0.08	0.71
SETX	-0.02	0.71
DENND5B	0.04	0.71
PSMB9	-0.06	0.71
CENPP	0.05	0.71
TIPIN	0.04	0.71
XYLT1	-0.07	0.71
SHLD1	0.04	0.711
RNF7	0.02	0.711
KLK13	-0.06	0.711
GABRG2	0.1	0.711
ALDH3B1	-0.06	0.711
LRRC55	-0.09	0.711
PTGES	-0.14	0.711
A2ML1	0.05	0.711
SREBF1	-0.06	0.711
LHX6	-0.08	0.711
RPP14	0.02	0.711
RPP25	-0.08	0.711
MUCL1	0.1	0.711
STX19	-0.05	0.712
MTR	0.05	0.712
CGAS	0.09	0.712
PSG2	0.02	0.712
PABPC1L	0.06	0.712
IL2	-0.03	0.712
DNM1P46	-0.08	0.712
HSPB8	-0.13	0.712
MIR124-1HG	-0.01	0.712
FRG2DP	0.01	0.712
HNF1B	0.11	0.712
IRS1	-0.06	0.713
SOWAHD	-0.07	0.713
NKIRAS2	0.02	0.713
COPB1	0.03	0.713
PARK7	-0.03	0.713
PAGE4	0.22	0.713
LINC00158	0.04	0.713
ATP5MG	0.03	0.713
PRKAR2B	0.1	0.713
C17ORF64	0.04	0.713
CLBA1	0.04	0.714
NPAS4	-0.03	0.714
MYCNOS	0.06	0.714
WDR76	0.05	0.714
QKI	0.04	0.714
GCHFR	-0.06	0.714
SH3GLB2	0.03	0.714
SSX9P	-0.06	0.714
FAM166B	0.06	0.714
NEXMIF	-0.07	0.714
H2AZ1-DT	-0.05	0.714
S100A14	-0.16	0.714
MSTO1	-0.04	0.714
MLLT1	-0.03	0.715
KDSR	0.02	0.715
CUEDC1	0.05	0.715
GK	-0.07	0.715
SLC31A2	0.05	0.715
MSMO1	-0.06	0.715
LINC00314	0	0.715
OGA	0.02	0.715
SLC12A1	-0.15	0.715
RPRD1B	0.03	0.715
ZNF549	-0.08	0.715
LINC01139	0.14	0.715
ORMDL1	0.02	0.715
EIF4G1	0.02	0.715
OSR1	-0.11	0.715
CCNG1	0.04	0.715
NMNAT3	0.06	0.716
C2CD3	-0.03	0.716
PGK1	0.03	0.716
RAB25	-0.14	0.716
PLAGL2	0.05	0.716
TAS2R20	-0.05	0.716
PHF19	0.05	0.716
GHRH	-0.03	0.716
IL1RAP	0.07	0.716
CKMT1A	0.13	0.716
MCM9	0.05	0.716
BCAS3	-0.03	0.716
SSX2	-0.15	0.716
SH3KBP1	-0.04	0.716
SPATA12	0.05	0.716
GIMAP1	-0.05	0.716
METTL14	0.04	0.716
C5ORF24	-0.03	0.716
FCGR3B	0.1	0.716
FAM241A	0.05	0.716
TNFSF4	-0.07	0.717
PEX6	-0.04	0.717
ADAM21	0.07	0.717
SLC22A6	0.06	0.717
FNDC9	0.03	0.717
FAM120C	-0.04	0.717
KBTBD4	-0.05	0.717
WASHC2C	0.03	0.717
TXNDC5	0.03	0.717
MAP3K3	0.03	0.717
EPG5	-0.03	0.717
TMPRSS11D	-0.03	0.718
GOT1L1	0	0.718
LINC00608	0.01	0.718
MMGT1	0.03	0.718
SYT1	0.13	0.718
DNM1	-0.1	0.718
ZDHHC17	-0.03	0.718
STAT5A	-0.04	0.719
PRORSD1P	0.04	0.719
NEURL4	0.03	0.719
HAND1	-0.02	0.719
TTC9B	0.02	0.72
SNORA3A	0.01	0.72
ATAT1	-0.05	0.72
GMIP	0.05	0.72
GUCY2GP	-0.02	0.72
GID4	0.03	0.72
IP6K2	0.03	0.72
ZNF469	-0.09	0.72
EPS15L1	0.03	0.72
CLEC2B	-0.05	0.72
NR4A1	0.08	0.72
PHF21A	0.04	0.72
CXCL14	-0.15	0.72
ANKS1B	0.12	0.72
ADGRG5	-0.08	0.72
FAM167A-AS1	0.01	0.72
CEP152	-0.05	0.721
TIMM22	0.03	0.721
ALDH3A2	-0.05	0.721
MLXIP	0.04	0.721
ASH2L	-0.03	0.721
KIAA1328	-0.03	0.721
NCR3	0.07	0.721
CELSR3	-0.08	0.721
LY6G6F	0.02	0.721
SELENOH	0.03	0.721
SYNE4	0.09	0.721
PRR27	0.04	0.721
E2F2	-0.07	0.721
MMRN1	-0.08	0.722
CDKN2A-DT	-0.04	0.722
TACR2	-0.07	0.722
LHX5	-0.01	0.722
USH1C	0.19	0.722
SMCHD1	0.04	0.722
FAM138D	0.01	0.722
CCDC85C	0.04	0.722
COPRS	-0.03	0.722
UCN2	0.07	0.722
PTGR2	0.03	0.722
PDCL3P4	0.03	0.723
CENPW	0.06	0.723
VCAN	-0.14	0.723
HDAC4	0.04	0.723
CUEDC2	0.03	0.723
BLOC1S6	-0.02	0.723
OR52A4P	0	0.723
TTPA	-0.12	0.723
ORMDL3	-0.05	0.723
CRYBB1	-0.06	0.723
DIP2B	-0.03	0.723
FAM227B	0.07	0.723
DMPK	-0.05	0.723
ID4	-0.09	0.723
ARHGEF35	-0.08	0.723
MAGEA11	-0.1	0.723
TMEM235	-0.01	0.723
TOPBP1	0.03	0.724
TMEM115	0.02	0.724
CCDC167	0.04	0.724
ZNF221	-0.05	0.724
WDR11	-0.03	0.724
GATAD2A	-0.02	0.724
JMJD1C	0.04	0.724
AVEN	0.03	0.724
ERBB4	0.08	0.724
B4GAT1	-0.03	0.724
FN3KRP	0.03	0.724
RFK	0.03	0.725
RBMY3AP	0.01	0.725
SLC6A18	-0.02	0.725
MDFIC	-0.07	0.725
ADCY7	0.06	0.725
MTUS1	0.04	0.725
OR1E1	-0.01	0.725
COMMD10	0.03	0.725
SCGB1D2	0.1	0.725
COL24A1	-0.1	0.725
MAP1LC3C	-0.06	0.725
ZNF558	0.05	0.725
CLPX	0.03	0.726
CDRT15P3	0	0.726
NPFF	-0.06	0.726
POTED	-0.01	0.726
WDR64	0.04	0.726
C3ORF35	-0.05	0.726
H2AB1	-0.06	0.726
MB21D2	0.06	0.726
SNX4	-0.03	0.726
UQCRH	0.04	0.726
ZBTB6	-0.03	0.726
SPINK8	-0.01	0.726
MRPL37	0.03	0.726
FSD2	0.02	0.727
CHMP2B	-0.03	0.727
HNRNPH2	0.02	0.727
TTC21A	-0.04	0.727
SAMD4B	0.03	0.727
SGCG	-0.04	0.727
TMEM184A	-0.06	0.727
ATP5MK	0.04	0.727
YY1AP1	0.02	0.727
DDX5	0.02	0.727
MOSPD2	0.04	0.727
CACNA1G	-0.06	0.727
ATP1A3	0.08	0.727
CELA2A	-0.03	0.727
BCL2L11	-0.04	0.727
ZNF528	-0.08	0.727
AGAP7P	0.05	0.727
ZNF420	0.05	0.728
SRD5A3	-0.03	0.728
TRUB1	0.03	0.728
ELF4	-0.07	0.728
YME1L1	0.02	0.728
TERF2IP	0.02	0.728
NDUFA11	-0.03	0.728
CASP6	-0.03	0.728
ZC2HC1B	0.03	0.728
GUCY1B2	0.1	0.728
MSRB3	-0.07	0.728
WDR49	0.04	0.728
NDUFB8	-0.03	0.728
ATP13A5	0.01	0.728
KCTD10	0.02	0.728
CEP19	-0.04	0.728
PCOLCE2	0.12	0.728
HGFAC	0.2	0.729
EEFSEC	-0.03	0.729
PNCK	0.16	0.729
MED19	0.03	0.729
FOXO1	0.05	0.729
SYF2	-0.02	0.729
TTTY10	-0.02	0.729
GATA3	-0.08	0.729
NUDT9P1	-0.05	0.729
RBBP5	-0.04	0.729
GJC3	-0.06	0.729
HNMT	-0.04	0.729
NAGPA	0.03	0.729
KCNG4	0.01	0.729
ADNP2	-0.03	0.729
LEO1	-0.03	0.729
CMTM5	0.03	0.73
UBE3C	0.03	0.73
ADRA2B	-0.06	0.73
FKBP9	-0.03	0.73
ZNF204P	-0.11	0.73
CNKSR2	0.11	0.73
HSD17B7P2	-0.05	0.73
HSD11B2	0.05	0.73
TRPV6	0.13	0.73
SLC35G3	0.02	0.73
PSAPL1	-0.08	0.73
PYM1	-0.02	0.731
SLC25A27	-0.1	0.731
CDK15	0.03	0.731
TMEM52	-0.09	0.731
RPA3	0.04	0.731
POLR2M	-0.02	0.731
IQSEC1	-0.03	0.731
WNT7A	0.06	0.731
TXN2	-0.03	0.731
USP32P2	0.09	0.731
ZNRD2	0.03	0.732
FBXL4	0.03	0.732
USO1	0.03	0.732
CECR7	-0.09	0.732
NUDC	-0.04	0.732
TTTY1B	0.01	0.732
CCBE1	-0.1	0.732
GABBR2	-0.14	0.732
DNAJC30	-0.03	0.732
NAIP	-0.06	0.732
RBMY1J	0.07	0.732
CFTR	-0.17	0.733
ANP32D	0.01	0.733
CD70	0.07	0.733
POU3F4	-0.03	0.733
CCDC22	0.02	0.733
GJA1	-0.06	0.733
ZNF236	-0.04	0.733
HNF1A	0.03	0.733
CELF2	0.06	0.733
SLC35G6	0.02	0.733
UBQLN1	0.02	0.733
KCNJ2	0.05	0.733
LRRD1	0.05	0.734
SPC24	-0.07	0.734
ZNF655	0.03	0.734
RNF5P1	0.04	0.734
STAB2	-0.12	0.734
ZSCAN2	0.03	0.734
IL1RAPL2	-0.07	0.734
GAGE13	0.06	0.734
PRPS1L1	-0.04	0.734
ETV3L	-0.04	0.734
CELF4	-0.08	0.734
OIP5	0.07	0.734
BUD31	0.03	0.734
FOXQ1	0.15	0.734
CANT1	0.03	0.734
PTPRD	-0.13	0.734
NSUN7	0.11	0.734
PTK2B	-0.04	0.734
MAP3K12	0.05	0.734
RAC3	-0.07	0.735
NECTIN4	-0.1	0.735
CDK11A	-0.03	0.735
FOXE3	-0.04	0.735
ARHGAP29	0.05	0.735
RASA2	0.07	0.735
MRNIP	-0.06	0.735
RRN3P3	0.03	0.735
CEP135	-0.05	0.735
ITGB8	-0.13	0.735
ZSCAN25	0.03	0.735
VCL	0.04	0.735
PCNT	-0.04	0.735
TMEM159	-0.07	0.735
MINDY3	-0.03	0.735
LIPK	0.01	0.735
SHISA6	-0.03	0.735
MRPL40	0.03	0.735
SLC34A3	-0.06	0.735
PSME4	-0.02	0.735
COP1	-0.02	0.735
RAB31	0.06	0.736
LONRF2	0.12	0.736
IL1RL2	0.1	0.736
TEX36	0	0.736
MYOZ2	-0.04	0.736
DMTF1	0.03	0.736
PLA2G3	-0.03	0.736
CARD19	-0.03	0.736
HMBOX1	0.04	0.736
GPS1	0.03	0.736
TRMT10B	-0.03	0.737
ZNF224	-0.04	0.737
ZNF524	0.03	0.737
SYAP1	0.03	0.737
USP26	-0.02	0.737
PATZ1	0.03	0.737
RALB	-0.02	0.737
MYOG	-0.02	0.737
TNFRSF17	-0.09	0.737
RGL2	0.03	0.737
CLDN23	0.04	0.737
RALGDS	0.04	0.737
CD160	0.05	0.737
PRB3	0.02	0.738
GPR52	0.02	0.738
SNORA24	0.02	0.738
ZNF487	0.04	0.738
MST1	0.08	0.738
ISOC1	-0.03	0.738
PIK3CA	-0.03	0.738
RARS2	0.03	0.738
DUSP19	0.04	0.738
FCRL4	-0.03	0.738
FCGR1CP	0.08	0.738
PSMB7	0.03	0.738
NDUFC2	0.03	0.738
ZNF835	0.08	0.738
STMN1	0.05	0.738
INS	-0.04	0.738
TMCO5A	-0.03	0.738
FAM209B	0.04	0.739
ADPRS	0.03	0.739
ABCG1	0.06	0.739
CPS1	-0.16	0.739
DSCR10	0.04	0.739
MITF	-0.06	0.739
RHBDL3	-0.11	0.739
CFAP45	-0.06	0.739
KAT14	0.02	0.739
SMCO1	0.02	0.739
TBX5	-0.04	0.739
GOLGA8CP	0.05	0.74
CAP2	0.06	0.74
NME8	-0.05	0.74
OTC	0.14	0.74
SYT11	-0.05	0.74
RLF	-0.03	0.74
YPEL4	-0.05	0.74
ITGA9	-0.09	0.74
TVP23B	0.03	0.74
GXYLT2	0.1	0.74
SERPINB4	0.07	0.741
SLC22A5	-0.03	0.741
RAB11FIP2	-0.03	0.741
SUPT16H	0.02	0.741
LIPF	-0.01	0.741
ZDHHC7	-0.03	0.741
RGS13	-0.08	0.741
ROCK1	-0.03	0.741
BMPER	0.1	0.741
RGS12	-0.03	0.742
SECTM1	-0.07	0.742
IQCF1	-0.02	0.742
HBA2	0.07	0.742
GDF7	0.08	0.742
CEP72	0.04	0.742
DNAJB1	-0.03	0.742
MAGEA8	0.11	0.742
SAA1	-0.17	0.742
OR5K2	-0.02	0.743
SH3BGRL	-0.05	0.743
AMER1	0.06	0.743
NDUFAF5	0.02	0.743
CTCF	-0.02	0.743
CHN2	-0.06	0.743
CARD8	-0.03	0.743
IFNA21	-0.01	0.743
DMGDH	-0.08	0.743
GAS2L1P2	-0.05	0.744
GLRX2	-0.03	0.744
HEMK1	0.03	0.744
MKLN1	-0.02	0.744
ANGPTL6	-0.09	0.744
ASF1B	0.06	0.745
OR6S1	0	0.745
NECTIN3	-0.09	0.745
HDAC1	0.03	0.745
FGF9	-0.06	0.745
ADAM3A	0	0.745
PIK3R2	-0.04	0.745
GRM4	0.07	0.745
LCMT1	0.03	0.745
PAQR9	0.07	0.746
DCAF6	-0.03	0.746
KIF14	-0.07	0.746
RAB33A	0.06	0.746
CDKN2B-AS1	-0.07	0.746
LENG9	0.05	0.746
UQCC3	-0.03	0.746
NMUR1	-0.05	0.746
MAP3K4	0.03	0.746
OR13C5	0.01	0.746
C11ORF24	0.03	0.746
SRGN	0.01	0.746
CSN3	-0.03	0.746
FOXO3	0.03	0.746
LATS1	0.05	0.747
ACOT12	0.11	0.747
ECEL1	0.14	0.747
LINC00471	0.05	0.747
CES1	-0.11	0.747
SYN2	-0.06	0.747
SNORA44	0.01	0.747
TNNT1	0.11	0.747
ZNF681	-0.08	0.747
ZNF385D	-0.11	0.747
ZNF45	0.04	0.748
PIAS3	-0.03	0.748
ZNF880	0.08	0.748
KRTAP12-3	0.01	0.748
TRPC7	-0.01	0.748
TRIM36	-0.06	0.748
FAM133B	-0.03	0.748
BCL2L1	0.03	0.748
CBWD2	0.02	0.748
LMTK2	-0.06	0.748
TRAM2	-0.04	0.748
PRKAR1A	-0.03	0.748
ZNF341	-0.04	0.749
OR7E156P	0.02	0.749
GFI1B	0.04	0.749
CST9	0.01	0.749
AFDN-DT	-0.05	0.749
ADCK2	-0.02	0.749
IRAK3	-0.06	0.749
IMMP1L	-0.03	0.749
HGD	-0.08	0.749
PLEKHA2	-0.05	0.749
MMP27	0.03	0.749
GPSM2	0.05	0.749
DYDC2	-0.12	0.75
RUNDC3A	0.08	0.75
CYB5A	-0.06	0.75
THEM6	0.05	0.75
ELOVL1	-0.03	0.75
C19ORF47	-0.03	0.75
PAK6	0.08	0.75
ATP6V0E2	-0.06	0.75
EPHA5	0.05	0.75
RDH12	-0.09	0.75
GAGE2B	0.13	0.75
CLK4	-0.03	0.75
RBMY2FP	-0.08	0.751
MED21	0.02	0.751
EVC	-0.11	0.751
C2ORF42	0.02	0.751
FOXN3	0.03	0.751
MAP1S	0.03	0.751
CEMP1	-0.04	0.751
TMC3	-0.04	0.751
POU2F1	0.05	0.751
SMURF2	-0.04	0.751
PTHLH	0.11	0.751
ANKMY2	0.02	0.751
AP1M1	0.02	0.752
GTF2F1	0.02	0.752
GPBP1L1	-0.02	0.752
HMGB3P1	-0.01	0.752
ZNF462	-0.08	0.752
SLC18A1	0.04	0.752
TDRD3	0.03	0.752
OR10J5	-0.02	0.752
MIEN1	-0.03	0.752
TRIM31	0.13	0.752
LCORL	-0.04	0.752
CLEC9A	0.07	0.752
FZD9	0.1	0.752
PSCA	0.07	0.752
GRK7	-0.02	0.752
KNOP1	0.03	0.752
APOBEC3H	-0.06	0.753
TCF20	0.02	0.753
MKRN2	0.02	0.753
RGS9BP	0.05	0.753
CXCR3	0.07	0.753
TFPI2	-0.09	0.753
KHDC3L	0.01	0.753
AP1G2	0.06	0.753
FAM66D	-0.09	0.753
ZSCAN18	0.08	0.753
SLC15A1	-0.12	0.753
AQP11	-0.05	0.753
SLC12A4	-0.03	0.754
SERPINB13	0.03	0.754
RAB14	-0.02	0.754
H2BC21	-0.06	0.754
MAP3K15	0.07	0.754
GUCY2EP	-0.06	0.754
DMRTB1	-0.03	0.754
ZNF607	0.07	0.754
SLC1A7	0.14	0.754
SLC10A4	-0.06	0.754
SIAH2	0.04	0.754
H3C3	0.05	0.754
SYBU	-0.08	0.754
LINC00473	0.09	0.754
CTXN1	-0.09	0.755
SCARNA17	-0.05	0.755
STAP1	0.06	0.755
RXFP4	-0.04	0.755
XRCC3	0.04	0.755
HIVEP1	0.04	0.755
FAM74A1	-0.01	0.755
HCFC1	-0.02	0.755
CNPY4	-0.03	0.755
BEAN1	-0.08	0.755
ATP13A2	-0.04	0.755
MGAM	0.1	0.755
GPC3	0.15	0.755
KIF3C	0.06	0.755
GJB3	0.09	0.755
EIF1AX	0.03	0.755
OTX1	-0.08	0.756
LLGL2	-0.03	0.756
GOLIM4	0.07	0.756
DECR1	0.04	0.756
LOC728392	0.06	0.756
MAP2K2	0.03	0.756
POC1B	0.03	0.756
L1TD1	0.05	0.756
CATSPER4	0.01	0.756
LRRK1	-0.06	0.756
STK19	-0.03	0.756
KRTAP11-1	0.01	0.756
C4ORF17	-0.02	0.756
YOD1	0.03	0.756
CHST15	-0.05	0.756
SLC41A3	-0.02	0.756
ANAPC4	-0.02	0.757
ITGA2B	-0.05	0.757
CAPNS1	0.02	0.757
FRMPD4	-0.02	0.757
FXYD7	-0.05	0.757
CGRRF1	0.02	0.757
ZNF507	0.02	0.757
SUGP2	-0.03	0.757
UBL5	-0.03	0.757
TMEM250	-0.02	0.757
KIFAP3	0.03	0.757
TOM1L1	0.04	0.757
ZNF223	0.04	0.757
OR4C6	-0.01	0.757
